adsh,cik,name,sic,afs,form,period,fy,fp,filed,sec_zip,accounts_receivable,capex,cash_equivalents,cash_flow_financing,cash_flow_investing,cash_flow_operating,cost_of_revenue,current_assets,current_liabilities,depreciation_amortization,eps_basic,eps_diluted,gross_profit,inventory,long_term_debt,net_income,noncurrent_liabilities,operating_income,ppe_net,pretax_income,r_and_d_expense,retained_earnings,sg_and_a,shares_outstanding,short_term_debt,total_assets,total_equity,total_liabilities,total_revenue,wavg_shares_basic,wavg_shares_diluted,ticker,firm_id,shortname,sec_name,exchange,Sector,Industry,cohort,include_status,notes,ticker_aliases,event_lookup_tickers,duplicate_cik_alias_count,period_date,filed_date,prediction_date,prediction_date_source,calendar_year,calendar_quarter,prediction_year,prediction_quarter,sic_sector,leverage_assets,equity_assets,current_ratio,cash_assets,net_margin,operating_margin,gross_margin,roa,r_and_d_intensity,inventory_assets,receivables_assets,roa_lag1,leverage_assets_lag1,current_ratio_lag1,cash_assets_lag1,net_margin_lag1,operating_margin_lag1,gross_margin_lag1,total_revenue_growth_4obs,total_assets_growth_4obs,cash_equivalents_growth_4obs,total_liabilities_growth_4obs,current_assets_growth_4obs,current_liabilities_growth_4obs,roa_change_4obs,leverage_assets_change_4obs,current_ratio_change_4obs,cash_assets_change_4obs,net_margin_change_4obs,operating_margin_change_4obs,gross_margin_change_4obs,net_income_negative_count_prior_4obs,BAMLH0A0HYM2,FEDFUNDS,GDPC1,GS10,INDPRO,INDPRO_yoy_pct,M2SL,M2SL_yoy_pct,NFCI,UNRATE,USEPUINDXD,VIXCLS,T10Y2Y,T10Y3M,DCOILWTICO,DCOILWTICO_yoy_pct,DTWEXBGS,DTWEXBGS_yoy_pct,CPIAUCSL,CPIAUCSL_yoy_pct,PPIACO,PPIACO_yoy_pct,PAYEMS,PAYEMS_yoy_pct,RSAFS,RSAFS_yoy_pct,HOUST,HOUST_yoy_pct,BUSLOANS,BUSLOANS_yoy_pct,DRTSCILM,high_rate_regime,market_stress_regime,tight_financial_conditions,credit_spread_stress_regime,yield_curve_inversion_regime,inflation_pressure_regime,oil_shock_regime,strong_dollar_regime,demand_slowdown_regime,credit_tightening_regime,crisis_regime,global_event_count,global_event_severity_sum,global_event_banking_stress_count,global_event_banking_stress_severity,global_event_commodity_oil_count,global_event_commodity_oil_severity,global_event_financial_crisis_count,global_event_financial_crisis_severity,global_event_financial_market_count,global_event_financial_market_severity,global_event_geopolitical_war_count,global_event_geopolitical_war_severity,global_event_monetary_inflation_count,global_event_monetary_inflation_severity,global_event_natural_disaster_count,global_event_natural_disaster_severity,global_event_pandemic_count,global_event_pandemic_severity,global_event_political_policy_count,global_event_political_policy_severity,global_event_sovereign_debt_count,global_event_sovereign_debt_severity,global_event_supply_chain_count,global_event_supply_chain_severity,global_event_trade_policy_count,global_event_trade_policy_severity,global_event_names,event_year,event_source_ticker,event_date,event_type,event_label,verification_status,formal_distress_firm,near_distress_firm,days_from_period_to_event,days_to_event,post_event_flag,distress_next_2q,distress_next_4q,distress_next_8q,broad_distress_next_4q,healthy_current,resilient_profitability,failure_pressure_conservative_v2_next_4obs,success_profitability_next_4q,success_resilience_next_4q,success_quality_next_4q,industry_relative_resilience_next_4obs,stress_resilience_next_4obs,recovery_next_4obs,quality_success_cashflow_next_4obs
0001104659-09-048013,1800,ABBOTT LABORATORIES,2834,1-LAF,10-Q,20090630,2009.0,Q2,20090807,2009q3,5452765000.0,,4204304000.0,,,,3128998000.0,19628376000.0,12042381000.0,,0.83,0.83,,3520839000.0,11371518000.0,1288105000.0,,1671420000.0,7448303000.0,,670206000.0,15296662000.0,2024252000.0,,36103000.0,47630017000.0,19879112000.0,,7494876000.0,1545643000.0,1550564000.0,ABT,CIK0000001800,Abbott Laboratories,ABBOTT LABORATORIES,NYSE,Healthcare,Medical Devices,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ABT,ABT,1,2009-06-30,2009-08-07,2009-08-07,filed_date,2009,2,2009,3,Healthcare,,0.4173652090025498,1.629941454268886,0.0882700503760055,0.1718647513314429,0.2230083593110813,,0.0270439752309977,0.0894218930373231,0.0739205908744479,0.1144816933405671,,,,,,,,,,,,,,,,,,,,,0.0,8.57,0.16,16326.281,3.59,86.6426,-11.689299172061052,8463.0,8.41938046068309,0.358,9.6,62.29,24.76,2.57,3.7,70.97,-38.543470730862495,94.4692,5.319534391628777,215.445,-1.4838355663267633,175.0,-12.060301507537686,130472,-4.911413807930853,339586,-6.863479159981456,586,-30.56872037914692,1362.9194,-9.91155739806018,31.5,0,0,1,1,0,0,0,1,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001104659-09-063192,1800,ABBOTT LABORATORIES,2834,1-LAF,10-Q,20090930,2009.0,Q3,20091106,2009q4,5474987000.0,328710000.0,4875915000.0,-856333000.0,-1518437000.0,3030024000.0,3360187000.0,21415842000.0,12524507000.0,,0.95,0.95,,3421680000.0,11576556000.0,1480367000.0,,1639753000.0,7522399000.0,,675736000.0,16152254000.0,2085660000.0,,35111000.0,49846820000.0,21335055000.0,,7761336000.0,1546291000.0,1552483000.0,ABT,CIK0000001800,Abbott Laboratories,ABBOTT LABORATORIES,NYSE,Healthcare,Medical Devices,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ABT,ABT,1,2009-09-30,2009-11-06,2009-11-06,filed_date,2009,3,2009,4,Healthcare,,0.4280123586619969,1.7099149691081652,0.0978179751486654,0.1907361052272443,0.2112720026552129,,0.0296983237847469,0.0870643920067369,0.06864389744421,0.1098362342873627,0.0270439752309977,,1.629941454268886,0.0882700503760055,0.1718647513314429,0.2230083593110813,,,,,,,,,,,,,,,0.0,7.6,0.12,16502.754,3.4,88.0221,-5.83001235670767,8517.0,6.104397657904581,0.015,9.9,90.21,24.19,2.68,3.48,77.4,44.29530201342282,92.3848,-9.32034032061122,217.234,1.9145871744709275,177.4,0.3393665158371028,130057,-4.0460082189153095,337321,1.450535040812273,588,-9.815950920245395,1290.6774,-18.121375719463828,14.0,0,0,1,1,0,0,1,0,0,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001104659-10-042404,947484,ARCH CAPITAL GROUP LTD.,6331,1-LAF,10-Q,20100630,2010.0,Q2,20100805,2010q3,,,341469000.0,,,,,,,,4.65,4.45,,,,243451000.0,,,,,,4053332000.0,,,,16777399000.0,4398003000.0,12379396000.0,776315000.0,50987540.0,53265303.0,ACGL,CIK0000947484,,ARCH CAPITAL GROUP LTD.,Nasdaq,Financial Services,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,ACGL,ACGL,1,2010-06-30,2010-08-05,2010-08-05,filed_date,2010,2,2010,3,Financial Services,0.7378614527794207,0.2621385472205793,,0.0203529164443189,0.313598217218526,,,0.0145106520980993,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.51,0.19,16872.266,2.7,92.6805,6.968742858593813,8687.9,2.6574500768049125,-0.243,9.5,91.49,22.1,2.41,2.79,82.0,18.46287200231147,92.6401,-2.5987311774143707,217.923,1.1501775395112546,184.9,5.6571428571428495,130415,-0.0436875344901555,349188,2.827560617928881,599,2.2184300341296925,1187.4701,-12.873050306569857,-8.8,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,1,,1,1
0001104659-10-043105,947484,ARCH CAPITAL GROUP LTD.,6331,1-LAF,10-Q/A,20100630,2010.0,Q2,20100809,2010q3,,,341469000.0,,,,,,,,4.65,4.45,,,,243451000.0,,,,,,4053332000.0,,,,16777399000.0,4398003000.0,12379396000.0,776315000.0,50987540.0,53265303.0,ACGL,CIK0000947484,,ARCH CAPITAL GROUP LTD.,Nasdaq,Financial Services,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,ACGL,ACGL,1,2010-06-30,2010-08-09,2010-08-09,filed_date,2010,2,2010,3,Financial Services,0.7378614527794207,0.2621385472205793,,0.0203529164443189,0.313598217218526,,,0.0145106520980993,,,,0.0145106520980993,0.7378614527794207,,0.0203529164443189,0.313598217218526,,,,,,,,,,,,,,,,0.0,6.54,0.19,16872.266,2.7,92.6805,6.968742858593813,8687.9,2.6574500768049125,-0.257,9.5,149.17,22.14,2.32,2.71,81.46,12.513812154696112,92.6726,-1.7770155973765522,217.923,1.1501775395112546,184.9,5.6571428571428495,130415,-0.0436875344901555,349188,2.827560617928881,599,2.2184300341296925,1187.4701,-12.873050306569857,-8.8,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,1,,1,1
0001193125-09-256007,1467373,ACCENTURE PLC,7389,1-LAF,10-Q,20091130,2010.0,Q1,20091218,2009q4,2503615000.0,34817000.0,4000063000.0,-831713000.0,-29360000.0,219111000.0,3963733000.0,8929311000.0,6177169000.0,114898000.0,0.7,0.67,,,855000.0,444817000.0,2693773000.0,746408000.0,685052000.0,,,3744676000.0,,,1734000.0,12184819000.0,2809267000.0,,5747687000.0,631527053.0,773696423.0,ACN,CIK0001467373,Accenture plc,Accenture plc,NYSE,Technology,Information Technology Services,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ACN,ACN,1,2009-11-30,2009-12-18,2009-12-18,filed_date,2009,4,2009,4,Industrials,,0.2305546762738125,1.4455345158923123,0.3282825128547252,0.077390609474733,0.1298623254884965,,0.0365058356632133,,,0.2054700197023854,,,,,,,,,,,,,,,,,,,,,0.0,6.84,0.12,16502.754,3.59,88.3793,-2.704223119324234,8512.2,3.747851841017957,-0.117,9.9,156.28,21.68,2.73,3.5,73.3,64.34977578475336,93.1632,-5.563608570750855,217.347,2.8141231232083674,178.1,4.21299005266238,129808,-3.736827663945064,338736,4.301237502578781,581,3.750000000000009,1265.5793,-18.831184573568127,14.0,0,0,0,1,0,0,1,0,0,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001193125-10-068566,1467373,ACCENTURE PLC,7389,1-LAF,10-Q,20100228,2010.0,Q2,20100326,2010q1,2470983000.0,44046000.0,4114751000.0,-342876000.0,-47854000.0,659981000.0,3847492000.0,8774452000.0,5809219000.0,118518000.0,0.63,0.6,,,199000.0,399760000.0,2639966000.0,650973000.0,646727000.0,,,4031834000.0,,,206000.0,11890088000.0,2959496000.0,,5537823000.0,638695204.0,768453497.0,ACN,CIK0001467373,Accenture plc,Accenture plc,NYSE,Technology,Information Technology Services,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ACN,ACN,1,2010-02-28,2010-03-26,2010-03-26,filed_date,2010,1,2010,1,Industrials,,0.2489044656355781,1.5104357401571538,0.3460656472853691,0.0721872114728116,0.1175503442417715,,0.0336212818609921,,,0.2078187310304179,0.0365058356632133,,1.4455345158923123,0.3282825128547252,0.077390609474733,0.1298623254884965,,,,,,,,,,,,,,,0.0,5.8,0.16,16582.71,3.73,90.2928,4.200672107537207,8523.5,1.6347896594486322,-0.413,9.9,125.77,17.77,2.82,3.72,79.75,61.53534535142799,93.6873,-7.143579252845544,217.353,2.2861714393279886,183.3,9.042236763831069,129866,-1.983486044651084,346974,7.544152197226572,636,25.940594059405942,1209.7429,-19.93827053869236,-5.5,0,0,0,1,0,0,1,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000821130-10-000037,821130,UNITED STATES CELLULAR CORP,4812,1-LAF,10-Q,20100630,2010.0,Q2,20100805,2010q3,310062000.0,,232853000.0,,,,161965000.0,1035856000.0,634390000.0,,0.47,0.47,,120304000.0,867880000.0,40753000.0,,63504000.0,2571340000.0,,,2090966000.0,445177000.0,86161000.0,86000.0,5795648000.0,3463062000.0,,1029893000.0,86425000.0,86787000.0,AD,CIK0000821130,"ARRAY DIGITAL INFRASTRUCTURE, INC.",UNITED STATES CELLULAR CORP,NYSE,Communication Services,SIC 4812.0,expansion_matched_controls,include_if_num_tags_parse,2026 expansion: long-coverage matched control with current SEC ticker and filings from around 2009 onward.,AD,AD,1,2010-06-30,2010-08-05,2010-08-05,filed_date,2010,2,2010,3,Communication Services,,0.5975280072219707,1.6328378442283138,0.0401772157315282,0.0395701301008939,0.061660774468804,,0.0070316554766611,,0.020757644356593,0.053499108296432,,,,,,,,,,,,,,,,,,,,,0.0,6.51,0.19,16872.266,2.7,92.6805,6.968742858593813,8687.9,2.6574500768049125,-0.243,9.5,91.49,22.1,2.41,2.79,82.0,18.46287200231147,92.6401,-2.5987311774143707,217.923,1.1501775395112546,184.9,5.6571428571428495,130415,-0.0436875344901555,349188,2.827560617928881,599,2.2184300341296925,1187.4701,-12.873050306569857,-8.8,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000821130-10-000053,821130,UNITED STATES CELLULAR CORP,4812,1-LAF,10-Q,20100930,2010.0,Q3,20101104,2010q4,312493000.0,,269292000.0,-29027000.0,-114841000.0,180307000.0,189291000.0,1098578000.0,618253000.0,,0.43,0.43,,119882000.0,867790000.0,37358000.0,,59833000.0,2553873000.0,68329000.0,,2126825000.0,446938000.0,85744000.0,91000.0,5859091000.0,3482056000.0,,1060781000.0,85992000.0,86428000.0,AD,CIK0000821130,"ARRAY DIGITAL INFRASTRUCTURE, INC.",UNITED STATES CELLULAR CORP,NYSE,Communication Services,SIC 4812.0,expansion_matched_controls,include_if_num_tags_parse,2026 expansion: long-coverage matched control with current SEC ticker and filings from around 2009 onward.,AD,AD,1,2010-09-30,2010-11-04,2010-11-04,filed_date,2010,3,2010,4,Communication Services,,0.5942996959767308,1.7769068649889286,0.0459613957182095,0.0352174482763171,0.0564046678814948,,0.0063760743774076,,0.0204608530572404,0.053334723765171,0.0070316554766611,,1.6328378442283138,0.0401772157315282,0.0395701301008939,0.061660774468804,,,,,,,,,,,,,,,0.0,5.89,0.19,16960.864,2.76,92.7709,5.39500875348351,8789.0,3.1936127744510934,-0.429,9.8,273.42,18.52,2.2,2.4,86.49,9.37025796661608,88.9831,-3.007131964783816,219.59,1.084544776600338,187.7,5.806087936865834,130749,0.5320743981485077,359450,6.560220087098045,545,-7.31292517006803,1187.5082,-7.993414930795262,-10.5,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000796343-09-000026,796343,ADOBE SYSTEMS INC,7372,1-LAF,10-Q,20090531,2009.0,Q2,20090626,2009q2,262598000.0,,1226780000.0,,,,72008000.0,3087769000.0,613632000.0,,0.24,0.24,632665000.0,,350000000.0,126071000.0,,161353000.0,291720000.0,,138470000.0,5195912000.0,,,,6063745000.0,4801041000.0,1262704000.0,704673000.0,524159000.0,528013000.0,ADBE,CIK0000796343,Adobe Inc.,ADOBE INC.,Nasdaq,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ADBE,ADBE,1,2009-05-31,2009-06-26,2009-06-26,filed_date,2009,2,2009,2,Technology,0.2082383081742388,0.7917616918257612,5.031955634647476,0.2023139165647632,0.1789070959154104,0.2289757093006259,0.8978135958096876,0.0207909468488533,0.196502491226427,,0.0433062406153293,,,,,,,,,,,,,,,,,,,,,0.0,11.09,0.21,16269.145,3.72,84.7459,-15.282480369076357,8459.3,9.238239130154046,0.724,9.5,142.31,25.93,2.42,3.32,69.16,-49.102148954960256,96.1935,11.163306696250586,214.79,-1.2291746182109151,174.1,-13.167082294264343,131008,-4.859840232389256,332227,-9.947523351566437,585,-44.07265774378585,1436.3434,-4.1354335913493685,39.6,0,1,1,1,0,0,0,1,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,1.0,1,1,,
0000796343-09-000032,796343,ADOBE SYSTEMS INC,7372,1-LAF,10-Q,20090831,,,20091001,2009q4,281807000.0,,1132144000.0,,,,65047000.0,2990934000.0,614383000.0,,0.26,0.26,632460000.0,,350000000.0,136045000.0,,167602000.0,335752000.0,,138902000.0,5331957000.0,,524665000.0,,5961960000.0,4694558000.0,1267402000.0,697507000.0,525911000.0,531809000.0,ADBE,CIK0000796343,Adobe Inc.,ADOBE INC.,Nasdaq,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ADBE,ADBE,1,2009-08-31,2009-10-01,2009-10-01,filed_date,2009,3,2009,4,Technology,0.2125814329515797,0.7874185670484203,4.868191339929653,0.1898945984206536,0.1950446375448561,0.2402871942503802,0.9067435882363905,0.022818838100222,0.1991406537855534,,0.0472675093425652,0.0207909468488533,0.2082383081742388,5.031955634647476,0.2023139165647632,0.1789070959154104,0.2289757093006259,0.8978135958096876,,,,,,,,,,,,,,0.0,8.11,0.12,16502.754,3.39,87.6419,-7.474512230012276,8487.9,6.432682541473866,0.105,10.0,66.48,28.27,2.34,3.11,70.67,-10.191892235353915,93.5995,-2.7582115726657697,216.509,-0.2239682942003384,175.2,-6.008583690987135,130061,-4.571101540087019,334595,-3.334517835423545,534,-31.27413127413128,1308.1789,-17.56472489666122,14.0,0,1,1,1,0,0,0,0,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,1.0,1,1,,1
0000950123-09-036183,6281,ANALOG DEVICES INC,3674,1-LAF,10-Q,20090731,2009.0,Q3,20090818,2009q3,244025000.0,,632715000.0,,,,225762000.0,2359633000.0,353926000.0,,0.22,0.22,266229000.0,276072000.0,,65460000.0,467860000.0,78945000.0,491564000.0,,107578000.0,2426580000.0,79706000.0,291549108.0,,3280151000.0,2458365000.0,,491991000.0,291387000.0,293084000.0,ADI,CIK0000006281,"Analog Devices, Inc.",ANALOG DEVICES INC,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ADI,ADI,1,2009-07-31,2009-08-18,2009-08-18,filed_date,2009,3,2009,3,Technology,,0.7494670214877303,6.667023615105983,0.1928920345435316,0.133051214351482,0.1604602523216888,0.541125752300347,0.0199563983487345,0.2186584713948019,0.0841644180405109,0.0743944409876252,,,,,,,,,,,,,,,,,,,,,0.0,9.19,0.16,16326.281,3.59,86.6426,-11.689299172061052,8463.0,8.41938046068309,0.309,9.6,69.62,26.18,2.45,3.33,69.22,-40.0951968844656,95.1118,5.6132414356733,215.445,-1.4838355663267633,175.0,-12.060301507537686,130472,-4.911413807930853,339586,-6.863479159981456,586,-30.56872037914692,1362.9194,-9.91155739806018,31.5,0,1,1,1,0,0,0,1,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000950123-09-065635,6281,ANALOG DEVICES INC,3674,1-LAF,10-K,20091031,2009.0,FY,20091124,2009q4,301036000.0,16389000.0,639729000.0,-54674000.0,-101086000.0,162678000.0,249746000.0,2490636000.0,386613000.0,,0.85,0.85,321854000.0,253161000.0,,105609000.0,488532000.0,128372000.0,476516000.0,,110126000.0,2490752000.0,83356000.0,291861767.0,,3404294000.0,2529149000.0,,571600000.0,291385000.0,292698000.0,ADI,CIK0000006281,"Analog Devices, Inc.",ANALOG DEVICES INC,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ADI,ADI,1,2009-10-31,2009-11-24,2009-11-24,filed_date,2009,4,2009,4,Technology,,0.7429290772183601,6.4421941321166125,0.1879182585287874,0.1847603219034289,0.2245836249125262,0.5630755773268019,0.0310222912592155,0.1926627011896431,0.0743651987754289,0.0884283202332113,0.0199563983487345,,6.667023615105983,0.1928920345435316,0.133051214351482,0.1604602523216888,0.541125752300347,,,,,,,,,,,,,,0.0,7.56,0.12,16502.754,3.4,88.0221,-5.83001235670767,8517.0,6.104397657904581,-0.011,9.9,96.06,20.47,2.59,3.27,74.88,82.58961228968545,91.5539,-11.533749089285749,217.234,1.9145871744709275,177.4,0.3393665158371028,130057,-4.0460082189153095,337321,1.450535040812273,588,-9.815950920245395,1290.6774,-18.121375719463828,14.0,0,0,0,1,0,0,1,0,0,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000007084-09-000061,7084,ARCHER DANIELS MIDLAND CO,2070,1-LAF,10-Q,20090930,2010.0,Q1,20091106,2009q4,6600000000.0,497000000.0,2390000000.0,-228000000.0,-429000000.0,1992000000.0,13948000000.0,19155000000.0,8547000000.0,,0.77,0.77,973000000.0,,7573000000.0,496000000.0,9071000000.0,,8366000000.0,,,9185000000.0,354000000.0,,50000000.0,31861000000.0,14243000000.0,,14921000000.0,642000000.0,644000000.0,ADM,CIK0000007084,,Archer-Daniels-Midland Co,NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,ADM,ADM,1,2009-09-30,2009-11-06,2009-11-06,filed_date,2009,3,2009,4,Industrials,,0.4470355607168639,2.241137241137241,0.0750133391921157,0.0332417398297701,,0.0652101065612224,0.0155676218574432,,,0.2071498069740435,,,,,,,,,,,,,,,,,,,,,0.0,7.6,0.12,16502.754,3.4,88.0221,-5.83001235670767,8517.0,6.104397657904581,0.015,9.9,90.21,24.19,2.68,3.48,77.4,44.29530201342282,92.3848,-9.32034032061122,217.234,1.9145871744709275,177.4,0.3393665158371028,130057,-4.0460082189153095,337321,1.450535040812273,588,-9.815950920245395,1290.6774,-18.121375719463828,14.0,0,0,1,1,0,0,1,0,0,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000007084-10-000006,7084,ARCHER DANIELS MIDLAND CO,2070,1-LAF,10-Q,20091231,2010.0,Q2,20100208,2010q1,7075000000.0,442000000.0,1317000000.0,-110000000.0,-351000000.0,-612000000.0,14860000000.0,20388000000.0,9600000000.0,,0.88,0.88,1053000000.0,,7398000000.0,567000000.0,9134000000.0,,8636000000.0,,,9686000000.0,358000000.0,,246000000.0,33529000000.0,14795000000.0,,15913000000.0,643000000.0,645000000.0,ADM,CIK0000007084,,Archer-Daniels-Midland Co,NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,ADM,ADM,1,2009-12-31,2010-02-08,2010-02-08,filed_date,2009,4,2010,1,Industrials,,0.441259804944973,2.12375,0.0392794297473828,0.0356312448941117,,0.0661723119462075,0.01691073399147,,,0.211011363297444,0.0155676218574432,,2.241137241137241,0.0750133391921157,0.0332417398297701,,0.0652101065612224,,,,,,,,,,,,,,0.0,6.85,0.13,16582.71,3.69,89.6779,1.8708182344855608,8527.3,2.500210354236532,-0.193,9.8,74.59,26.51,2.83,3.5,71.87,81.489898989899,,,217.281,2.151336357866529,181.0,6.910809214412272,129706,-2.709311570830641,339580,3.411942407484103,604,3.7800687285223455,1223.367,-20.168815469422185,-5.5,0,1,0,1,0,0,1,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000008670-09-000037,8670,AUTOMATIC DATA PROCESSING INC,7374,1-LAF,10-Q,20090930,2010.0,Q1,20091106,2009q4,994300000.0,,1582800000.0,-1306400000.0,367700000.0,243700000.0,1193300000.0,19718400000.0,17444000000.0,77600000.0,0.57,0.56,,,,284100000.0,,,723500000.0,,,10835000000.0,492700000.0,503400000.0,,24436100000.0,5654000000.0,18782100000.0,2102800000.0,501400000.0,503700000.0,ADP,CIK0000008670,"Automatic Data Processing, Inc.",AUTOMATIC DATA PROCESSING INC,Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,Existing defended-thesis universe.,ADP,ADP,1,2009-09-30,2009-11-06,2009-11-06,filed_date,2009,3,2009,4,Technology,0.7686210156285168,0.2313789843714832,1.130382939692731,0.064773020244638,0.1351055735210196,,,0.0116262415033495,,,0.0406897991086957,,,,,,,,,,,,,,,,,,,,,0.0,7.6,0.12,16502.754,3.4,88.0221,-5.83001235670767,8517.0,6.104397657904581,0.015,9.9,90.21,24.19,2.68,3.48,77.4,44.29530201342282,92.3848,-9.32034032061122,217.234,1.9145871744709275,177.4,0.3393665158371028,130057,-4.0460082189153095,337321,1.450535040812273,588,-9.815950920245395,1290.6774,-18.121375719463828,14.0,0,0,1,1,0,0,1,0,0,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0,1,,1
